index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
402,  0.001, 100, 256, 10, 10, min-max norm  ,0.33516666666666667
403,  0.001, 100, 256, 10, 10, z-score norm  ,0.7453333333333333
404,  0.001, 100, 256, 50, 10, min-max norm  ,0.11733333333333333
405,  0.001, 100, 256, 50, 10, z-score norm  ,0.8716666666666667
406,  0.001, 100, 256, 100, 10, min-max norm  ,0.109
407,  0.001, 100, 256, 100, 10, z-score norm  ,0.8796666666666667
408,  0.001, 100, 500, 5, 10, min-max norm  ,0.21883333333333332
409,  0.001, 100, 500, 5, 10, z-score norm  ,0.555
410,  0.001, 100, 500, 10, 10, min-max norm  ,0.242
411,  0.001, 100, 500, 10, 10, z-score norm  ,0.7216666666666667
412,  0.001, 100, 500, 50, 10, min-max norm  ,0.11333333333333333
413,  0.001, 100, 500, 50, 10, z-score norm  ,0.8475
414,  0.001, 100, 500, 100, 10, min-max norm  ,0.11533333333333333
415,  0.001, 100, 500, 100, 10, z-score norm  ,0.8718333333333333
416,  0.001, 200, 64, 5, 10, min-max norm  ,0.44616666666666666
417,  0.001, 200, 64, 5, 10, z-score norm  ,0.6538333333333334
418,  0.001, 200, 64, 10, 10, min-max norm  ,0.5643333333333334
419,  0.001, 200, 64, 10, 10, z-score norm  ,0.7823333333333333
420,  0.001, 200, 64, 50, 10, min-max norm  ,0.11966666666666667
421,  0.001, 200, 64, 50, 10, z-score norm  ,0.8921666666666667
422,  0.001, 200, 64, 100, 10, min-max norm  ,0.11083333333333334
423,  0.001, 200, 64, 100, 10, z-score norm  ,0.904
424,  0.001, 200, 128, 5, 10, min-max norm  ,0.41
425,  0.001, 200, 128, 5, 10, z-score norm  ,0.643
426,  0.001, 200, 128, 10, 10, min-max norm  ,0.5125
427,  0.001, 200, 128, 10, 10, z-score norm  ,0.7695
428,  0.001, 200, 128, 50, 10, min-max norm  ,0.10466666666666667
429,  0.001, 200, 128, 50, 10, z-score norm  ,0.8885
430,  0.001, 200, 128, 100, 10, min-max norm  ,0.11
431,  0.001, 200, 128, 100, 10, z-score norm  ,0.9103333333333333
432,  0.001, 200, 256, 5, 10, min-max norm  ,0.363
433,  0.001, 200, 256, 5, 10, z-score norm  ,0.621
434,  0.001, 200, 256, 10, 10, min-max norm  ,0.4651666666666667
435,  0.001, 200, 256, 10, 10, z-score norm  ,0.7653333333333333
436,  0.001, 200, 256, 50, 10, min-max norm  ,0.11416666666666667
437,  0.001, 200, 256, 50, 10, z-score norm  ,0.881
438,  0.001, 200, 256, 100, 10, min-max norm  ,0.1145
439,  0.001, 200, 256, 100, 10, z-score norm  ,0.8908333333333334
440,  0.001, 200, 500, 5, 10, min-max norm  ,0.2926666666666667
441,  0.001, 200, 500, 5, 10, z-score norm  ,0.5855
442,  0.001, 200, 500, 10, 10, min-max norm  ,0.32166666666666666
443,  0.001, 200, 500, 10, 10, z-score norm  ,0.7506666666666667
444,  0.001, 200, 500, 50, 10, min-max norm  ,0.11133333333333334
445,  0.001, 200, 500, 50, 10, z-score norm  ,0.8703333333333333
446,  0.001, 200, 500, 100, 10, min-max norm  ,0.11516666666666667
447,  0.001, 200, 500, 100, 10, z-score norm  ,0.8865
448,  0.001, 500, 64, 5, 10, min-max norm  ,0.5211666666666667
449,  0.001, 500, 64, 5, 10, z-score norm  ,0.6606666666666666
450,  0.001, 500, 64, 10, 10, min-max norm  ,0.6281666666666667
451,  0.001, 500, 64, 10, 10, z-score norm  ,0.7966666666666666
452,  0.001, 500, 64, 50, 10, min-max norm  ,0.25783333333333336
453,  0.001, 500, 64, 50, 10, z-score norm  ,0.899
454,  0.001, 500, 64, 100, 10, min-max norm  ,0.11466666666666667
455,  0.001, 500, 64, 100, 10, z-score norm  ,0.901
456,  0.001, 500, 128, 5, 10, min-max norm  ,0.45516666666666666
457,  0.001, 500, 128, 5, 10, z-score norm  ,0.6466666666666666
458,  0.001, 500, 128, 10, 10, min-max norm  ,0.5748333333333333
459,  0.001, 500, 128, 10, 10, z-score norm  ,0.7875
460,  0.001, 500, 128, 50, 10, min-max norm  ,0.16916666666666666
461,  0.001, 500, 128, 50, 10, z-score norm  ,0.8913333333333333
462,  0.001, 500, 128, 100, 10, min-max norm  ,0.117
463,  0.001, 500, 128, 100, 10, z-score norm  ,0.9068333333333334
464,  0.001, 500, 256, 5, 10, min-max norm  ,0.419
465,  0.001, 500, 256, 5, 10, z-score norm  ,0.6495
466,  0.001, 500, 256, 10, 10, min-max norm  ,0.5441666666666667
467,  0.001, 500, 256, 10, 10, z-score norm  ,0.7815
468,  0.001, 500, 256, 50, 10, min-max norm  ,0.11716666666666667
469,  0.001, 500, 256, 50, 10, z-score norm  ,0.8918333333333334
470,  0.001, 500, 256, 100, 10, min-max norm  ,0.11133333333333334
471,  0.001, 500, 256, 100, 10, z-score norm  ,0.9001666666666667
472,  0.001, 500, 500, 5, 10, min-max norm  ,0.37766666666666665
473,  0.001, 500, 500, 5, 10, z-score norm  ,0.624
474,  0.001, 500, 500, 10, 10, min-max norm  ,0.468
475,  0.001, 500, 500, 10, 10, z-score norm  ,0.7658333333333334
476,  0.001, 500, 500, 50, 10, min-max norm  ,0.1085
477,  0.001, 500, 500, 50, 10, z-score norm  ,0.8848333333333334
478,  0.001, 500, 500, 100, 10, min-max norm  ,0.10783333333333334
479,  0.001, 500, 500, 100, 10, z-score norm  ,0.9016666666666666
,,,,,,,
