index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
382,  0.001, 50, 500, 100, 10, min-max norm  ,0.5106382978723404
383,  0.001, 50, 500, 100, 10, z-score norm  ,0.9689034369885434
384,  0.001, 100, 64, 5, 10, min-max norm  ,0.9500818330605565
385,  0.001, 100, 64, 5, 10, z-score norm  ,0.9615384615384616
386,  0.001, 100, 64, 10, 10, min-max norm  ,0.953355155482815
387,  0.001, 100, 64, 10, 10, z-score norm  ,0.9615384615384616
388,  0.001, 100, 64, 50, 10, min-max norm  ,0.5212765957446809
389,  0.001, 100, 64, 50, 10, z-score norm  ,0.9828150572831423
390,  0.001, 100, 64, 100, 10, min-max norm  ,0.49427168576104746
391,  0.001, 100, 64, 100, 10, z-score norm  ,0.9770867430441899
392,  0.001, 100, 128, 5, 10, min-max norm  ,0.8682487725040916
393,  0.001, 100, 128, 5, 10, z-score norm  ,0.9509001636661211
394,  0.001, 100, 128, 10, 10, min-max norm  ,0.9427168576104746
395,  0.001, 100, 128, 10, 10, z-score norm  ,0.953355155482815
396,  0.001, 100, 128, 50, 10, min-max norm  ,0.5114566284779051
397,  0.001, 100, 128, 50, 10, z-score norm  ,0.9746317512274959
398,  0.001, 100, 128, 100, 10, min-max norm  ,0.5270049099836334
399,  0.001, 100, 128, 100, 10, z-score norm  ,0.9803600654664485
400,  0.001, 100, 256, 5, 10, min-max norm  ,0.7659574468085106
401,  0.001, 100, 256, 5, 10, z-score norm  ,0.953355155482815
402,  0.001, 100, 256, 10, 10, min-max norm  ,0.9148936170212766
403,  0.001, 100, 256, 10, 10, z-score norm  ,0.9574468085106383
404,  0.001, 100, 256, 50, 10, min-max norm  ,0.5032733224222586
405,  0.001, 100, 256, 50, 10, z-score norm  ,0.972176759410802
406,  0.001, 100, 256, 100, 10, min-max norm  ,0.5384615384615384
407,  0.001, 100, 256, 100, 10, z-score norm  ,0.9746317512274959
408,  0.001, 100, 500, 5, 10, min-max norm  ,0.9402618657937807
409,  0.001, 100, 500, 5, 10, z-score norm  ,0.9566284779050737
410,  0.001, 100, 500, 10, 10, min-max norm  ,0.4672667757774141
411,  0.001, 100, 500, 10, 10, z-score norm  ,0.9459901800327333
412,  0.001, 100, 500, 50, 10, min-max norm  ,0.48936170212765956
413,  0.001, 100, 500, 50, 10, z-score norm  ,0.9623567921440261
414,  0.001, 100, 500, 100, 10, min-max norm  ,0.4664484451718494
415,  0.001, 100, 500, 100, 10, z-score norm  ,0.9828150572831423
416,  0.001, 200, 64, 5, 10, min-max norm  ,0.9541734860883797
417,  0.001, 200, 64, 5, 10, z-score norm  ,0.9582651391162029
418,  0.001, 200, 64, 10, 10, min-max norm  ,0.9599018003273322
419,  0.001, 200, 64, 10, 10, z-score norm  ,0.9599018003273322
420,  0.001, 200, 64, 50, 10, min-max norm  ,0.6350245499181669
421,  0.001, 200, 64, 50, 10, z-score norm  ,0.9770867430441899
422,  0.001, 200, 64, 100, 10, min-max norm  ,0.5147299509001637
423,  0.001, 200, 64, 100, 10, z-score norm  ,0.9811783960720131
424,  0.001, 200, 128, 5, 10, min-max norm  ,0.939443535188216
425,  0.001, 200, 128, 5, 10, z-score norm  ,0.9607201309328969
426,  0.001, 200, 128, 10, 10, min-max norm  ,0.9500818330605565
427,  0.001, 200, 128, 10, 10, z-score norm  ,0.967266775777414
428,  0.001, 200, 128, 50, 10, min-max norm  ,0.5180032733224222
429,  0.001, 200, 128, 50, 10, z-score norm  ,0.9713584288052373
430,  0.001, 200, 128, 100, 10, min-max norm  ,0.5180032733224222
431,  0.001, 200, 128, 100, 10, z-score norm  ,0.9811783960720131
432,  0.001, 200, 256, 5, 10, min-max norm  ,0.8567921440261865
433,  0.001, 200, 256, 5, 10, z-score norm  ,0.9648117839607201
434,  0.001, 200, 256, 10, 10, min-max norm  ,0.9541734860883797
435,  0.001, 200, 256, 10, 10, z-score norm  ,0.9639934533551555
436,  0.001, 200, 256, 50, 10, min-max norm  ,0.5008183306055647
437,  0.001, 200, 256, 50, 10, z-score norm  ,0.9680851063829787
438,  0.001, 200, 256, 100, 10, min-max norm  ,0.5106382978723404
439,  0.001, 200, 256, 100, 10, z-score norm  ,0.9828150572831423
440,  0.001, 200, 500, 5, 10, min-max norm  ,0.9435351882160393
441,  0.001, 200, 500, 5, 10, z-score norm  ,0.9574468085106383
442,  0.001, 200, 500, 10, 10, min-max norm  ,0.5196399345335515
443,  0.001, 200, 500, 10, 10, z-score norm  ,0.9468085106382979
444,  0.001, 200, 500, 50, 10, min-max norm  ,0.4869067103109656
445,  0.001, 200, 500, 50, 10, z-score norm  ,0.9664484451718495
446,  0.001, 200, 500, 100, 10, min-max norm  ,0.47545008183306053
447,  0.001, 200, 500, 100, 10, z-score norm  ,0.9787234042553191
448,  0.001, 500, 64, 5, 10, min-max norm  ,0.9648117839607201
449,  0.001, 500, 64, 5, 10, z-score norm  ,0.9738134206219312
450,  0.001, 500, 64, 10, 10, min-max norm  ,0.9582651391162029
451,  0.001, 500, 64, 10, 10, z-score norm  ,0.9664484451718495
452,  0.001, 500, 64, 50, 10, min-max norm  ,0.8600654664484452
453,  0.001, 500, 64, 50, 10, z-score norm  ,0.9819967266775778
454,  0.001, 500, 64, 100, 10, min-max norm  ,0.5867430441898527
455,  0.001, 500, 64, 100, 10, z-score norm  ,0.9819967266775778
456,  0.001, 500, 128, 5, 10, min-max norm  ,0.9631751227495908
457,  0.001, 500, 128, 5, 10, z-score norm  ,0.9631751227495908
458,  0.001, 500, 128, 10, 10, min-max norm  ,0.9631751227495908
459,  0.001, 500, 128, 10, 10, z-score norm  ,0.9639934533551555
460,  0.001, 500, 128, 50, 10, min-max norm  ,0.5261865793780688
461,  0.001, 500, 128, 50, 10, z-score norm  ,0.983633387888707
462,  0.001, 500, 128, 100, 10, min-max norm  ,0.5008183306055647
463,  0.001, 500, 128, 100, 10, z-score norm  ,0.983633387888707
464,  0.001, 500, 256, 5, 10, min-max norm  ,0.9304418985270049
465,  0.001, 500, 256, 5, 10, z-score norm  ,0.9656301145662848
466,  0.001, 500, 256, 10, 10, min-max norm  ,0.9680851063829787
467,  0.001, 500, 256, 10, 10, z-score norm  ,0.9492635024549918
468,  0.001, 500, 256, 50, 10, min-max norm  ,0.5335515548281505
469,  0.001, 500, 256, 50, 10, z-score norm  ,0.9762684124386252
470,  0.001, 500, 256, 100, 10, min-max norm  ,0.49427168576104746
471,  0.001, 500, 256, 100, 10, z-score norm  ,0.9770867430441899
472,  0.001, 500, 500, 5, 10, min-max norm  ,0.7397708674304418
473,  0.001, 500, 500, 5, 10, z-score norm  ,0.9574468085106383
474,  0.001, 500, 500, 10, 10, min-max norm  ,0.936988543371522
475,  0.001, 500, 500, 10, 10, z-score norm  ,0.969721767594108
476,  0.001, 500, 500, 50, 10, min-max norm  ,0.4705400981996727
477,  0.001, 500, 500, 50, 10, z-score norm  ,0.9713584288052373
478,  0.001, 500, 500, 100, 10, min-max norm  ,0.48199672667757776
479,  0.001, 500, 500, 100, 10, z-score norm  ,0.9819967266775778
