index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
228,  0.01, 100, 64, 50, 10, min-max norm  ,0.8985270049099836
229,  0.01, 100, 64, 50, 10, z-score norm  ,0.9852700490998363
230,  0.01, 100, 64, 100, 10, min-max norm  ,0.6783960720130933
231,  0.01, 100, 64, 100, 10, z-score norm  ,0.9885433715220949
232,  0.01, 100, 128, 5, 10, min-max norm  ,0.9566284779050737
233,  0.01, 100, 128, 5, 10, z-score norm  ,0.9590834697217676
234,  0.01, 100, 128, 10, 10, min-max norm  ,0.9631751227495908
235,  0.01, 100, 128, 10, 10, z-score norm  ,0.9590834697217676
236,  0.01, 100, 128, 50, 10, min-max norm  ,0.7119476268412439
237,  0.01, 100, 128, 50, 10, z-score norm  ,0.9819967266775778
238,  0.01, 100, 128, 100, 10, min-max norm  ,0.5040916530278232
239,  0.01, 100, 128, 100, 10, z-score norm  ,0.983633387888707
240,  0.01, 100, 256, 5, 10, min-max norm  ,0.9500818330605565
241,  0.01, 100, 256, 5, 10, z-score norm  ,0.9541734860883797
242,  0.01, 100, 256, 10, 10, min-max norm  ,0.9615384615384616
243,  0.01, 100, 256, 10, 10, z-score norm  ,0.9664484451718495
244,  0.01, 100, 256, 50, 10, min-max norm  ,0.7184942716857611
245,  0.01, 100, 256, 50, 10, z-score norm  ,0.983633387888707
246,  0.01, 100, 256, 100, 10, min-max norm  ,0.5270049099836334
247,  0.01, 100, 256, 100, 10, z-score norm  ,0.9885433715220949
248,  0.01, 100, 500, 5, 10, min-max norm  ,0.9582651391162029
249,  0.01, 100, 500, 5, 10, z-score norm  ,0.9566284779050737
250,  0.01, 100, 500, 10, 10, min-max norm  ,0.9214402618657938
251,  0.01, 100, 500, 10, 10, z-score norm  ,0.9656301145662848
252,  0.01, 100, 500, 50, 10, min-max norm  ,0.5090016366612111
253,  0.01, 100, 500, 50, 10, z-score norm  ,0.9779050736497545
254,  0.01, 100, 500, 100, 10, min-max norm  ,0.5008183306055647
255,  0.01, 100, 500, 100, 10, z-score norm  ,0.9893617021276596
256,  0.01, 200, 64, 5, 10, min-max norm  ,0.9615384615384616
257,  0.01, 200, 64, 5, 10, z-score norm  ,0.9623567921440261
258,  0.01, 200, 64, 10, 10, min-max norm  ,0.9648117839607201
259,  0.01, 200, 64, 10, 10, z-score norm  ,0.9607201309328969
260,  0.01, 200, 64, 50, 10, min-max norm  ,0.9615384615384616
261,  0.01, 200, 64, 50, 10, z-score norm  ,0.983633387888707
262,  0.01, 200, 64, 100, 10, min-max norm  ,0.886252045826514
263,  0.01, 200, 64, 100, 10, z-score norm  ,0.983633387888707
264,  0.01, 200, 128, 5, 10, min-max norm  ,0.969721767594108
265,  0.01, 200, 128, 5, 10, z-score norm  ,0.9607201309328969
266,  0.01, 200, 128, 10, 10, min-max norm  ,0.9623567921440261
267,  0.01, 200, 128, 10, 10, z-score norm  ,0.9689034369885434
268,  0.01, 200, 128, 50, 10, min-max norm  ,0.9484451718494271
269,  0.01, 200, 128, 50, 10, z-score norm  ,0.9852700490998363
270,  0.01, 200, 128, 100, 10, min-max norm  ,0.7733224222585925
271,  0.01, 200, 128, 100, 10, z-score norm  ,0.983633387888707
272,  0.01, 200, 256, 5, 10, min-max norm  ,0.9492635024549918
273,  0.01, 200, 256, 5, 10, z-score norm  ,0.9607201309328969
274,  0.01, 200, 256, 10, 10, min-max norm  ,0.9525368248772504
275,  0.01, 200, 256, 10, 10, z-score norm  ,0.9779050736497545
