index,Learning Rate, Epoch,Batch Size,PCA Comp,k-fold,Norm,Loss
128,  0.1, 500, 64, 5, 10, min-max norm  ,0.637089618456078
129,  0.1, 500, 64, 5, 10, z-score norm  ,0.6459627329192547
130,  0.1, 500, 64, 10, 10, min-max norm  ,0.9192546583850931
131,  0.1, 500, 64, 10, 10, z-score norm  ,0.9183673469387755
132,  0.1, 500, 64, 50, 10, min-max norm  ,0.9440993788819876
133,  0.1, 500, 64, 50, 10, z-score norm  ,0.9547471162377995
134,  0.1, 500, 64, 100, 10, min-max norm  ,0.9201419698314108
135,  0.1, 500, 64, 100, 10, z-score norm  ,0.9671694764862466
136,  0.1, 500, 128, 5, 10, min-max norm  ,0.6725820763087844
137,  0.1, 500, 128, 5, 10, z-score norm  ,0.6379769299023957
138,  0.1, 500, 128, 10, 10, min-max norm  ,0.9086069210292813
139,  0.1, 500, 128, 10, 10, z-score norm  ,0.9236912156166814
140,  0.1, 500, 128, 50, 10, min-max norm  ,0.9396628216503993
141,  0.1, 500, 128, 50, 10, z-score norm  ,0.9467613132209406
142,  0.1, 500, 128, 100, 10, min-max norm  ,0.9112688553682342
143,  0.1, 500, 128, 100, 10, z-score norm  ,0.9574090505767524
144,  0.1, 500, 256, 5, 10, min-max norm  ,0.637089618456078
145,  0.1, 500, 256, 5, 10, z-score norm  ,0.6433007985803016
146,  0.1, 500, 256, 10, 10, min-max norm  ,0.9201419698314108
147,  0.1, 500, 256, 10, 10, z-score norm  ,0.9236912156166814
148,  0.1, 500, 256, 50, 10, min-max norm  ,0.9396628216503993
149,  0.1, 500, 256, 50, 10, z-score norm  ,0.9547471162377995
150,  0.1, 500, 256, 100, 10, min-max norm  ,0.8873114463176575
151,  0.1, 500, 256, 100, 10, z-score norm  ,0.9653948535936113
152,  0.1, 500, 500, 5, 10, min-max norm  ,0.6415261756876663
153,  0.1, 500, 500, 5, 10, z-score norm  ,0.6468500443655724
154,  0.1, 500, 500, 10, 10, min-max norm  ,0.8997338065661047
155,  0.1, 500, 500, 10, 10, z-score norm  ,0.9263531499556344
156,  0.1, 500, 500, 50, 10, min-max norm  ,0.9201419698314108
157,  0.1, 500, 500, 50, 10, z-score norm  ,0.9511978704525288
158,  0.1, 500, 500, 100, 10, min-max norm  ,0.8172138420585625
159,  0.1, 500, 500, 100, 10, z-score norm  ,0.9565217391304348
160,  0.01, 10, 64, 5, 10, min-max norm  ,0.5288376220053239
161,  0.01, 10, 64, 5, 10, z-score norm  ,0.6459627329192547
162,  0.01, 10, 64, 10, 10, min-max norm  ,0.6149068322981367
163,  0.01, 10, 64, 10, 10, z-score norm  ,0.9201419698314108
164,  0.01, 10, 64, 50, 10, min-max norm  ,0.637089618456078
165,  0.01, 10, 64, 50, 10, z-score norm  ,0.940550133096717
166,  0.01, 10, 64, 100, 10, min-max norm  ,0.5332741792369121
167,  0.01, 10, 64, 100, 10, z-score norm  ,0.940550133096717
168,  0.01, 10, 128, 5, 10, min-max norm  ,0.5039929015084295
169,  0.01, 10, 128, 5, 10, z-score norm  ,0.6539485359361136
170,  0.01, 10, 128, 10, 10, min-max norm  ,0.5119787045252884
171,  0.01, 10, 128, 10, 10, z-score norm  ,0.9077196095829636
172,  0.01, 10, 128, 50, 10, min-max norm  ,0.5270629991126885
173,  0.01, 10, 128, 50, 10, z-score norm  ,0.9467613132209406
174,  0.01, 10, 128, 100, 10, min-max norm  ,0.5217391304347826
175,  0.01, 10, 128, 100, 10, z-score norm  ,0.9529724933451642
176,  0.01, 10, 256, 5, 10, min-max norm  ,0.5004436557231589
177,  0.01, 10, 256, 5, 10, z-score norm  ,0.6441881100266194
178,  0.01, 10, 256, 10, 10, min-max norm  ,0.5350488021295474
179,  0.01, 10, 256, 10, 10, z-score norm  ,0.8952972493345164
180,  0.01, 10, 256, 50, 10, min-max norm  ,0.5031055900621118
181,  0.01, 10, 256, 50, 10, z-score norm  ,0.937888198757764
